ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,mp_count.e-,real_count.e-,px.e-,py.e-,pz.e-,KE.e-,PE,E_total
0,2e-10,0.163367,68921,8e+08,0,0,0,0,9261,1e+08,0,0,0,0,7.68601e-11,7.68601e-11
